A10302B0000965535F;Alejandro Sanz;Looking for paradise [Feat. Alicia Keys];RingBackTone;Alejandro_Sanz-Looking_for_paradise_Feat_Alicia_Keys-Latino.mp3
A10302B0000969050Y;Vallin;Solo tu (feat. Raquel del Rosario);RingBackTone;Vallin-Solo_tu_(feat_Raquel_del_Rosario)-Latino.mp3
A10302B0000969062Q;Vallin;Fragilidad (feat. Joy);RingBackTone;Vallin-Fragilidad_(feat_Joy)-Latino.mp3
A10302B0000969986C;Heidi Montag;Turn Ya Head;RingBackTone;Heidi_Montag-Turn_Ya_Head-Pop.mp3
A10302B0000969298L;Alejandro Sanz feat. Alicia Keys;Looking for paradise;RingBackTone;Alejandro_Sanz_feat_Alicia_Keys-Looking_for_paradise-Latino.mp3
A10302B00009661412;Paramore;Careful;RingBackTone;Paramore-Careful-Rock.mp3
A10302B0000966143X;Paramore;Brick By Boring Brick;RingBackTone;Paramore-Brick_By_Boring_Brick-Rock.mp3
A10302B0000966145T;Paramore;Turn It Off;RingBackTone;Paramore-Turn_It_Off-Rock.mp3
A10302B0000966147P;Paramore;The Only Exception;RingBackTone;Paramore-The_Only_Exception-Rock.mp3
A10302B0000966149L;Paramore;Feeling Sorry;RingBackTone;Paramore-Feeling_Sorry-Rock.mp3
A10302B0000966151V;Paramore;Looking Up;RingBackTone;Paramore-Looking_Up-Rock.mp3
A10302B0000966153R;Paramore;Where The Lines Overlap;RingBackTone;Paramore-Where_The_Lines_Overlap-Rock.mp3
A10302B0000966155N;Paramore;Misguided Ghosts;RingBackTone;Paramore-Misguided_Ghosts-Rock.mp3
A10302B0000966157J;Paramore;All I Wanted;RingBackTone;Paramore-All_I_Wanted-Rock.mp3
A10302B0000966159F;Paramore;Playing God;RingBackTone;Paramore-Playing_God-Rock.mp3
A10302B0000960731H;Death Cab For Cutie;Meet Me On The Equinox;RingBackTone;Death_Cab_For_Cutie-Meet_Me_On_The_Equinox-Rock.mp3
A10302B0000937745Q;3OH!3;DONT TRUST ME [BENNY BLANCO REMIX] [FEAT KID CUDI];RingBackTone;3OH!3-DONT_TRUST_ME_BENNY_BLANCO_REMIX_FEAT_KID_CUDI-Pop.mp3
A10302B0000958761K;Madonna;Revolver feat. Lil Wayne;RingBackTone;Madonna-Revolver_feat_Lil_Wayne-Pop.mp3
A10302B00009348839;Carlos Baute;Colgando en tus manos (Pedro del Moral & John Jacobsen Remix);RingBackTone;Carlos_Baute-Colgando_en_tus_manos_(Pedro_del_Moral__John_Jacobsen_Remix)-Latino.mp3
A10302B0000958981X;Manu Chao;Me gustas tu;RingBackTone;Manu_Chao-Me_gustas_tu-Latino.mp3
